stock_code,country,revenue,quantity,transactions
22040,Germany,42.0,100,4
21699,Denmark,41.88,84,2
22578,France,41.86,98,7
15060b,United Kingdom,41.81,5,5
84077,Hong Kong,41.76,144,1
84077,Denmark,41.76,144,3
21657,Spain,41.7,6,2
20704,France,41.7,6,3
22428,Cyprus,41.7,6,1
21625,Germany,41.7,6,2
90160C,Germany,41.7,6,1
22428,EIRE,41.7,6,1
37501,Finland,41.7,6,1
37501,Malta,41.7,6,2
22119,Italy,41.7,6,1
23356,France,41.65,7,3
21432,EIRE,41.65,7,2
84611B,United Kingdom,41.65,7,4
22132,Portugal,41.65,49,2
90060B,United Kingdom,41.65,7,5
23356,Channel Islands,41.65,7,2
21001,Germany,41.65,7,2
90060C,United Kingdom,41.65,7,3
90152C,United Kingdom,41.65,7,4
21754,Cyprus,41.65,7,3
20713,Portugal,41.6,20,2
23202,Channel Islands,41.6,20,2
23343,Channel Islands,41.6,20,2
85099C,Finland,41.6,20,1
22385,Switzerland,41.6,20,1
23201,Belgium,41.6,20,2
23199,Cyprus,41.6,20,2
20713,Finland,41.6,20,2
23201,Channel Islands,41.6,20,2
23440,United Kingdom,41.6,20,4
23203,Channel Islands,41.6,20,2
23085,Channel Islands,41.6,4,1
21929,Poland,41.6,20,2
23582,Finland,41.6,20,1
23200,Belgium,41.6,20,2
23344,Channel Islands,41.6,20,2
23344,Australia,41.6,20,2
22385,Finland,41.6,20,2
23075,France,41.5,10,1
23174,Cyprus,41.5,10,2
23012,Australia,41.4,12,1
23013,Australia,41.4,12,1
23014,Australia,41.4,12,1
22904,Channel Islands,41.3,14,2
90162A,United Kingdom,41.3,14,8
22831,Spain,41.3,14,3
22124,France,41.3,14,3
22453,Netherlands,41.3,14,2
22272,EIRE,41.3,14,3
22452,Netherlands,41.3,14,2
82494L,Cyprus,41.3,14,3
84773,Spain,41.3,14,3
85184B,United Kingdom,41.3,14,7
21739,EIRE,41.3,14,3
22211,France,41.26,26,3
23448,United Kingdom,41.25,25,3
84569C,Germany,41.25,33,3
22508,Italy,41.25,11,2
21327,Netherlands,41.25,25,2
22080,Switzerland,41.25,25,3
84997D,Cyprus,41.25,11,2
90152B,United Kingdom,41.21,7,6
90027C,United Kingdom,41.17,14,12
18096c,United Kingdom,41.14,8,6
22579,Spain,41.12,80,7
21669,France,41.1,30,2
22186,Spain,41.1,18,2
21011,Germany,41.04,108,2
21088,Netherlands,41.04,216,1
22818,Australia,41.04,108,3
21119,United Kingdom,41.01,3,3
23373,EIRE,41.0,50,2
23493,Switzerland,40.95,21,2
22660,Germany,40.95,5,2
35071,United Kingdom,40.94,38,6
22755,Denmark,40.8,48,2
79000,Belgium,40.8,48,4
22907,Channel Islands,40.8,48,3
21541,United Arab Emirates,40.8,48,2
21058,EIRE,40.8,48,4
84534B,Unspecified,40.8,48,2
22851,Switzerland,40.8,48,3
22418,Italy,40.8,48,1
21061,EIRE,40.8,48,4
22754,Denmark,40.8,48,2
22595,Cyprus,40.8,48,1
21544,Sweden,40.8,48,3
22389,Netherlands,40.8,48,1
84945,Australia,40.8,48,2
22962,Belgium,40.8,48,3
22857,France,40.8,48,3
22963,Norway,40.8,48,4
22602,Cyprus,40.8,48,1
84798C,United Kingdom,40.8,16,3
22260,EIRE,40.8,48,4
20981,Switzerland,40.8,48,3
22740,Hong Kong,40.8,48,1
20981,United Arab Emirates,40.8,48,2
85188B,United Arab Emirates,40.8,48,2
21715,Finland,40.8,16,2
22740,Italy,40.8,48,1
22908,Sweden,40.8,48,1
22741,Italy,40.8,48,1
22909,Norway,40.8,48,1
22322,France,40.8,48,3
44228,United Kingdom,40.8,48,3
21240,Israel,40.8,48,2
21789,Japan,40.8,48,2
21943,France,40.8,48,4
21787,Channel Islands,40.8,48,1
85227,Lithuania,40.8,48,1
21700,Greece,40.8,48,4
22594,Singapore,40.8,48,1
22651,Germany,40.8,48,4
22593,Singapore,40.8,48,1
21715,Norway,40.8,16,2
22597,Cyprus,40.8,48,1
22587,Norway,40.8,48,1
21238,Israel,40.8,48,2
21441,EIRE,40.8,48,4
22948,Portugal,40.8,48,1
21785,Denmark,40.8,48,2
21819,Singapore,40.8,48,1
22601,Singapore,40.8,48,1
22581,Singapore,40.8,48,1
22571,Singapore,40.8,48,1
21544,Denmark,40.8,48,2
20983,Japan,40.8,48,1
21061,Norway,40.8,48,1
21058,Norway,40.8,48,1
79000,Switzerland,40.8,48,2
21094,Finland,40.8,48,3
21790,Australia,40.8,48,3
85061W,Cyprus,40.8,48,1
21787,Belgium,40.8,48,2
22344,Spain,40.8,48,3
21789,Switzerland,40.8,48,1
21675,Switzerland,40.8,48,3
20981,Belgium,40.8,48,4
21716,Norway,40.8,16,2
72800E,EIRE,40.8,24,3
85189,United Arab Emirates,40.8,48,2
22418,Portugal,40.8,48,2
21239,Israel,40.8,48,2
21789,Austria,40.8,48,2
22321,Portugal,40.8,48,2
22576,Germany,40.8,48,3
21291,Germany,40.8,48,3
22321,EIRE,40.8,48,3
21062,France,40.8,48,3
22578,Singapore,40.8,48,1
21788,Austria,40.8,48,2
84520B,Germany,40.8,48,4
22600,Singapore,40.8,48,1
22740,Spain,40.8,48,1
21541,France,40.8,48,3
21680,Belgium,40.8,48,3
21544,United Arab Emirates,40.8,48,2
84761,EIRE,40.8,16,1
22132,Spain,40.8,48,3
22133,Spain,40.8,48,3
21787,France,40.8,48,2
22962,Norway,40.8,48,4
22613,Sweden,40.8,48,2
84970S,Cyprus,40.8,48,1
22741,Belgium,40.8,48,1
90167,Germany,40.8,48,1
21716,Switzerland,40.8,16,2
21946,France,40.8,48,4
21788,Switzerland,40.8,48,1
22348,Cyprus,40.8,48,2
85188B,EIRE,40.8,48,2
21677,EIRE,40.8,48,3
21988,Unspecified,40.8,48,2
84971S,Netherlands,40.8,48,1
21717,United Arab Emirates,40.8,16,2
21717,Australia,40.8,16,1
22245,Switzerland,40.8,48,3
20839,Poland,40.8,48,4
84534B,EIRE,40.8,48,4
22418,United Arab Emirates,40.8,48,2
84691,Germany,40.8,48,4
22418,Austria,40.8,48,2
22741,Greece,40.8,48,1
21239,EIRE,40.8,48,3
21716,Belgium,40.8,16,2
21094,Spain,40.8,48,4
21675,Germany,40.8,48,4
21715,Switzerland,40.8,16,2
22573,Germany,40.8,48,4
21724,Germany,40.8,48,4
22579,Singapore,40.8,48,1
85227,Sweden,40.8,48,2
21717,Austria,40.8,16,1
85017C,EIRE,40.8,48,2
22962,EIRE,40.8,48,4
21675,France,40.8,48,3
85084,EIRE,40.8,48,2
21080,Austria,40.8,48,4
22418,Australia,40.8,48,1
22574,Germany,40.8,48,4
90132,United Kingdom,40.72,8,8
21977,Unspecified,40.7,74,4
22568,Channel Islands,40.68,12,1
20969,Channel Islands,40.68,12,1
20970,Channel Islands,40.68,12,1
90037B,United Kingdom,40.57,16,8
21165,Italy,40.56,24,2
84879,Italy,40.56,24,2
21697,Spain,40.56,24,2
84800L,Germany,40.56,24,1
21245,Israel,40.56,24,1
84802B,EIRE,40.56,24,1
21381,Cyprus,40.56,24,1
21165,Singapore,40.56,24,2
21702,EIRE,40.56,24,1
21169,Italy,40.56,24,2
84849B,Poland,40.56,24,2
21655,Germany,40.56,24,2
21243,United Arab Emirates,40.56,24,1
21833,Unspecified,40.56,24,2
21284,Belgium,40.56,24,2
35809A,Denmark,40.56,24,1
21209,Switzerland,40.56,72,2
84975,EIRE,40.56,24,1
21169,Channel Islands,40.56,24,2
21165,Belgium,40.56,24,2
21243,Israel,40.56,24,1
21702,Spain,40.56,24,2
84800L,Spain,40.56,24,1
84849B,Cyprus,40.56,24,2
84849A,Switzerland,40.56,24,2
21165,United Arab Emirates,40.56,24,2
21699,Greece,40.56,24,1
21702,Greece,40.56,24,1
47013C,United Kingdom,40.52,147,28
22183,EIRE,40.5,6,2
21906,Channel Islands,40.5,6,2
21577,Portugal,40.5,18,3
22179,Belgium,40.5,6,1
21115,Spain,40.5,6,2
21578,Australia,40.5,18,2
22468,Sweden,40.5,6,1
22843,Germany,40.5,6,3
21578,Austria,40.5,18,3
22179,Channel Islands,40.5,6,1
20793,EIRE,40.5,6,1
21906,France,40.5,6,3
20816,Germany,40.5,6,1
21577,Spain,40.5,18,3
21577,Belgium,40.5,18,3
21906,Italy,40.5,6,1
21579,Portugal,40.5,18,3
21581,Australia,40.5,18,3
21906,Brazil,40.5,6,1
21578,Portugal,40.5,18,3
90136,United Kingdom,40.47,4,3
90152A,United Kingdom,40.34,7,7
22539,Norway,40.32,96,4
22154,Greece,40.32,96,2
21918,Belgium,40.32,96,4
22715,Spain,40.32,96,4
84670,France,40.32,96,4
22545,Germany,40.32,96,2
40016,France,40.32,96,3
23000,Germany,40.32,96,3
21880,Switzerland,40.32,96,3
22539,Germany,40.32,96,3
21506,Spain,40.32,96,5
84926D,Netherlands,40.32,96,1
22547,Norway,40.32,96,4
22539,EIRE,40.32,96,3
84247G,EIRE,40.32,96,6
22024,Germany,40.32,96,8
21268,Netherlands,40.32,96,1
47421,Germany,40.32,96,4
22531,Norway,40.32,96,4
22819,Germany,40.32,96,8
22540,Norway,40.32,96,4
22543,Norway,40.32,96,4
21918,Denmark,40.32,96,3
21802,Germany,40.32,96,2
47422,Hong Kong,40.32,96,2
22024,EIRE,40.32,96,8
21506,Germany,40.32,96,6
22153,EIRE,40.32,96,2
22535,France,40.32,96,3
22539,Switzerland,40.32,96,4
22025,EIRE,40.32,96,8
21882,Germany,40.32,96,6
22984,France,40.32,96,7
22258,Netherlands,40.32,96,1
22546,EIRE,40.32,96,3
22537,EIRE,40.32,96,3
21786,Norway,40.32,96,4
22546,France,40.32,96,3
22534,Denmark,40.32,96,2
22814,Germany,40.32,96,8
21930,Poland,40.3,20,2
20712,Portugal,40.3,20,2
85099B,Cyprus,40.3,20,2
85099B,Sweden,40.3,20,2
20713,Austria,40.3,20,2
20711,Switzerland,40.3,20,2
21929,Finland,40.3,20,2
72756,Norway,40.23,27,1
22449,Israel,40.2,12,1
85092,EIRE,40.2,12,2
22448,Switzerland,40.2,12,2
20615,France,40.2,32,3
22448,Spain,40.2,12,2
37468,United Kingdom,40.2,66,15
22446,Cyprus,40.2,12,2
22450,Switzerland,40.2,12,2
22450,Cyprus,40.2,12,2
22449,Finland,40.2,12,2
90059C,United Kingdom,40.13,24,21
82613C,EIRE,40.0,32,3
21289,Lithuania,40.0,32,2
20978,Austria,40.0,32,2
23296,USA,40.0,32,1
23290,Denmark,40.0,32,2
23086,France,40.0,32,1
21222,Netherlands,40.0,32,3
23296,Italy,40.0,32,3
20979,Finland,40.0,32,2
23369,Belgium,40.0,32,2
23289,Switzerland,40.0,32,1
23292,Israel,40.0,32,2
21124,Unspecified,40.0,32,3
23371,Belgium,40.0,32,2
20971,Portugal,40.0,32,3
20979,Switzerland,40.0,32,2
23289,Denmark,40.0,32,2
20979,Austria,40.0,32,2
23291,Israel,40.0,32,2
20979,United Arab Emirates,40.0,32,2
POST,Czech Republic,40.0,1,1
22525,France,40.0,32,3
23124,France,40.0,32,2
72755D,EIRE,40.0,32,2
22685,EIRE,40.0,32,3
20978,Denmark,40.0,32,1
20977,Finland,40.0,32,2
20674,Belgium,40.0,32,4
23372,Belgium,40.0,32,2
51014A,Germany,39.96,60,4
84816,Belgium,39.95,1,1
84078A,Switzerland,39.95,1,1
22803,Germany,39.95,1,1
84078A,Lebanon,39.95,1,1
22803,Greece,39.95,1,1
84078A,Poland,39.95,1,1
20785,Switzerland,39.95,1,1
22803,Netherlands,39.95,1,1
84625C,Switzerland,39.95,47,1
20994,United Kingdom,39.95,47,12
21764,EIRE,39.95,1,1
22783,Channel Islands,39.9,2,1
21414,Germany,39.9,19,2
21474,Germany,39.9,2,1
22380,Portugal,39.9,19,4
84819,Switzerland,39.87,11,2
47013A,United Kingdom,39.87,141,25
23167,Germany,39.84,48,3
23155,Spain,39.84,48,2
23271,Czech Republic,39.84,48,1
23225,Singapore,39.84,48,1
15036,Norway,39.84,48,1
23220,EIRE,39.84,48,4
22209,Germany,39.84,48,4
23182,EIRE,39.84,48,2
23167,Switzerland,39.84,48,1
23433,Spain,39.84,48,3
23353,Spain,39.84,48,6
23163,Spain,39.84,16,2
22796,Finland,39.8,4,1
22788,EIRE,39.8,4,2
22796,Poland,39.8,4,1
22968,Belgium,39.8,4,2
23173,Iceland,39.8,4,2
22221,Belgium,39.8,4,2
72760B,Portugal,39.8,4,2
22890,Germany,39.8,4,2
22060,Channel Islands,39.8,4,1
23173,Switzerland,39.8,4,2
22829,Cyprus,39.8,4,1
22768,Spain,39.8,4,2
22767,Cyprus,39.8,4,1
22501,Germany,39.8,4,2
22180,Hong Kong,39.8,4,1
22635,Finland,39.8,4,1
22776,Channel Islands,39.8,4,2
23173,Israel,39.8,4,1
79065A,United Kingdom,39.8,4,1
22220,Portugal,39.8,4,2
22061,Austria,39.8,4,2
22776,Spain,39.8,4,4
21623,Germany,39.8,4,1
22060,Unspecified,39.8,4,1
21784,Lebanon,39.8,4,1
22618,Italy,39.8,4,1
22776,Cyprus,39.8,4,1
22487,Channel Islands,39.8,4,2
37500,Channel Islands,39.8,4,2
72760B,Norway,39.8,4,2
22220,France,39.8,4,2
22607,Spain,39.8,4,1
37449,Bahrain,39.8,4,2
22622,Sweden,39.8,4,2
37449,Portugal,39.8,4,2
21623,Spain,39.8,4,2
23173,USA,39.8,4,1
22796,Spain,39.8,4,2
23317,Norway,39.8,4,2
22776,France,39.8,4,3
23173,Portugal,39.8,4,2
23471,Cyprus,39.8,4,1
22768,Malta,39.8,4,2
22767,Malta,39.8,4,2
37449,Germany,39.8,4,2
22894,Channel Islands,39.8,4,1
22788,Channel Islands,39.8,4,1
23315,Belgium,39.8,4,2
22763,Channel Islands,39.8,4,2
22635,Israel,39.8,4,1
22220,Channel Islands,39.8,4,1
23317,EIRE,39.8,4,1
22501,Belgium,39.8,4,2
22221,France,39.8,4,2
22618,Spain,39.8,4,2
37449,Malta,39.8,4,2
22180,Switzerland,39.8,4,2
22788,Lebanon,39.8,4,1
23407,Norway,39.8,4,2
72760B,Belgium,39.8,4,2
90135A,United Kingdom,39.77,8,3
20749,Channel Islands,39.75,5,2
15058A,Israel,39.75,5,2
22264,Germany,39.72,84,4
22211,Germany,39.72,36,3
ADJUST,Italy,39.67,1,1
23171,Israel,39.6,24,1
22555,Finland,39.6,24,2
21330,France,39.6,24,2
22500,Portugal,39.6,8,2
22067,Unspecified,39.6,24,2
84050,Channel Islands,39.6,24,4
85220,Greece,39.6,24,1
22759,Finland,39.6,24,2
21207,Sweden,39.6,24,2
85039A,France,39.6,24,2
22972,Spain,39.6,24,2
22980,Channel Islands,39.6,24,2
22561,Italy,39.6,24,2
22500,France,39.6,8,2
21208,Cyprus,39.6,24,1
47566,Austria,39.6,8,1
23037,Germany,39.6,24,2
21199,Finland,39.6,24,2
21203,France,39.6,24,1
21203,Germany,39.6,24,2
21832,Germany,39.6,24,2
21651,Channel Islands,39.6,24,2
84991,USA,39.6,72,2
22195,Switzerland,39.6,24,1
21215,Spain,39.6,72,3
22075,France,39.6,24,2
22939,Belgium,39.6,8,1
79030G,United Arab Emirates,39.6,24,1
23245,Malta,39.6,8,1
22465,Cyprus,39.6,24,2
21196,Australia,39.6,24,1
21328,EIRE,39.6,24,2
23243,Hong Kong,39.6,8,1
22906,Spain,39.6,24,2
23180,EIRE,39.6,8,2
23164,France,39.6,8,2
22507,Austria,39.6,8,2
22649,USA,39.6,8,1
22021,France,39.6,24,1
22505,Greece,39.6,8,1
21707,Australia,39.6,8,1
22198,Denmark,39.6,24,1
85206B,France,39.6,24,1
22649,Sweden,39.6,8,1
22333,Channel Islands,39.6,24,2
21186,EIRE,39.6,24,2
22295,Germany,39.6,24,1
21910,EIRE,39.6,24,2
84992,Channel Islands,39.6,72,3
23307,Finland,39.6,72,3
22649,Canada,39.6,8,1
84050,United Arab Emirates,39.6,24,2
21327,Germany,39.6,24,2
23569,Italy,39.6,8,1
22332,Austria,39.6,24,3
22551,Spain,39.6,24,2
22473,Germany,39.6,8,3
23170,Cyprus,39.6,24,2
23245,Portugal,39.6,8,2
21213,Channel Islands,39.6,72,3
23192,Canada,39.6,24,2
23164,Norway,39.6,8,1
22064,Unspecified,39.6,24,2
22505,Belgium,39.6,8,2
21622,Spain,39.6,8,2
23274,Germany,39.6,24,2
21911,United Arab Emirates,39.6,24,2
22649,Malta,39.6,8,1
85130A,Singapore,39.6,24,1
84992,Unspecified,39.6,72,3
70007,Germany,39.6,24,2
21710,Spain,39.6,8,2
23165,Germany,39.6,24,2
22417,Portugal,39.6,72,3
22208,Spain,39.6,24,2
22209,France,39.6,24,2
85206A,Czech Republic,39.6,24,1
22505,Czech Republic,39.6,8,1
23127,Germany,39.6,8,2
21976,Channel Islands,39.6,72,3
23180,Finland,39.6,8,2
22649,Poland,39.6,8,1
22939,Channel Islands,39.6,8,1
21216,Poland,39.6,8,2
21731,Channel Islands,39.6,24,2
23103,EIRE,39.6,24,1
22557,Italy,39.6,24,2
22243,Denmark,39.6,24,1
84595B,EIRE,39.6,24,1
23569,Norway,39.6,8,1
22076,EIRE,39.6,24,2
23355,Cyprus,39.6,8,1
21976,Iceland,39.6,72,3
22064,Spain,39.6,24,2
22952,Norway,39.6,72,2
23171,Cyprus,39.6,24,2
85174,Spain,39.6,8,1
22551,Lithuania,39.6,24,2
22329,Israel,39.6,24,2
22174,Germany,39.6,24,2
21329,France,39.6,24,2
22939,Switzerland,39.6,8,2
22505,Cyprus,39.6,8,2
22111,Italy,39.6,8,1
22507,Cyprus,39.6,8,2
21431,Portugal,39.6,24,2
22621,Switzerland,39.6,24,2
85206B,United Arab Emirates,39.6,24,2
22551,Canada,39.6,24,2
23126,Portugal,39.6,8,2
22556,Cyprus,39.6,24,2
47566B,Finland,39.6,8,1
21976,Finland,39.6,72,3
47566,Singapore,39.6,8,1
21706,Australia,39.6,8,1
23028,Germany,39.6,24,3
21832,United Arab Emirates,39.6,24,2
22551,Singapore,39.6,24,2
21976,Norway,39.6,72,3
21910,United Arab Emirates,39.6,24,2
22295,United Arab Emirates,39.6,24,1
22974,Germany,39.6,24,2
22649,Greece,39.6,8,1
22284,France,39.6,24,2
22174,Belgium,39.6,24,2
22342,Greece,39.6,24,2
22974,EIRE,39.6,24,2
22430,Spain,39.6,8,2
22555,Lithuania,39.6,24,2
22913,Spain,39.6,8,3
21710,France,39.6,8,2
22232,Australia,39.6,24,2
22951,Switzerland,39.6,72,3
22333,Singapore,39.6,24,1
22064,Sweden,39.6,24,2
21682,EIRE,39.6,8,2
22505,Portugal,39.6,8,2
23032,Finland,39.6,24,2
22069,Germany,39.6,24,2
21977,USA,39.6,72,2
21330,Switzerland,39.6,24,2
21206,Norway,39.6,24,1
22556,Lithuania,39.6,24,2
22557,United Arab Emirates,39.6,24,2
22649,Austria,39.6,8,1
85174,Portugal,39.6,8,2
23190,Canada,39.6,24,2
22067,Malta,39.6,24,2
23192,Spain,39.6,24,2
22077,Poland,39.6,24,2
22974,Portugal,39.6,24,2
21832,Switzerland,39.6,24,1
22951,Channel Islands,39.6,72,3
22854,Lebanon,39.6,8,1
21216,Switzerland,39.6,8,1
22553,Portugal,39.6,24,2
82578,Germany,39.6,72,3
22295,Channel Islands,39.6,24,2
23172,Cyprus,39.6,24,2
22021,United Arab Emirates,39.6,24,2
21976,Denmark,39.6,72,2
23172,Israel,39.6,24,1
23023,EIRE,39.6,24,2
21215,Germany,39.6,72,3
22332,EIRE,39.6,24,3
21622,Poland,39.6,8,2
21975,Norway,39.6,72,3
22242,Austria,39.6,24,2
79321,Italy,39.6,8,1
22465,Germany,39.6,24,2
21213,Portugal,39.6,72,3
21329,Switzerland,39.6,24,2
23249,France,39.6,24,2
23164,Spain,39.6,8,1
22860,EIRE,39.6,24,3
21209,Cyprus,39.6,24,1
85040A,France,39.6,24,2
22972,EIRE,39.6,24,2
22329,EIRE,39.6,24,2
22469,Finland,39.6,24,2
23355,Norway,39.6,8,1
21207,Belgium,39.6,24,2
22952,Spain,39.6,72,3
22500,Cyprus,39.6,8,2
22233,Netherlands,39.6,24,2
22943,France,39.6,8,4
23569,Belgium,39.6,8,2
22939,France,39.6,8,1
85062,Poland,39.6,24,1
21199,Australia,39.6,24,1
23424,Germany,39.6,8,2
23321,Germany,39.6,24,2
22077,Sweden,39.6,24,2
22139,Unspecified,39.6,8,2
21977,Denmark,39.6,72,2
22859,Switzerland,39.6,24,1
23245,Austria,39.6,8,2
22195,Hong Kong,39.6,24,2
22649,Cyprus,39.6,8,1
22068,Sweden,39.6,24,2
22430,Switzerland,39.6,8,2
23325,EIRE,39.6,24,2
23029,Germany,39.6,24,3
22980,Norway,39.6,24,2
21731,Portugal,39.6,24,1
22182,Switzerland,39.6,8,2
21197,Netherlands,39.6,24,1
22195,Italy,39.6,24,2
21975,Finland,39.6,72,2
22672,Switzerland,39.6,24,1
35963,United Kingdom,39.52,104,16
22114,USA,39.5,10,3
84884A,Switzerland,39.5,10,1
15058C,Germany,39.5,10,1
23146,France,39.48,12,2
21634,EIRE,39.36,48,2
22579,France,39.3,66,4
90214F,United Kingdom,39.23,47,30
72741,Italy,39.15,27,3
72741,France,39.15,27,3
72741,Germany,39.15,27,3
51014L,France,39.12,72,4
22219,EIRE,39.1,46,5
22411,Denmark,39.0,20,1
84406B,Israel,39.0,12,1
22918,Netherlands,39.0,60,1
23175,Belgium,39.0,12,3
85217,United Arab Emirates,39.0,60,1
22919,Netherlands,39.0,60,1
22131,Italy,39.0,20,4
22895,Switzerland,39.0,12,1
21283,Switzerland,39.0,12,1
22663,Channel Islands,39.0,20,2
21260,Italy,39.0,12,2
21035,Portugal,39.0,12,2
22853,Italy,39.0,12,2
22422,Bahrain,39.0,60,2
22385,Channel Islands,39.0,20,2
22385,Cyprus,39.0,20,2
22917,Netherlands,39.0,60,1
84827,EIRE,39.0,60,1
21218,Channel Islands,39.0,12,1
85099F,Singapore,39.0,20,1
22989,Channel Islands,39.0,12,1
20686,Lithuania,39.0,12,2
22921,Netherlands,39.0,60,1
23493,Italy,39.0,20,2
20712,Hong Kong,39.0,20,1
22853,Germany,39.0,12,2
21260,Germany,39.0,12,2
22936,Denmark,39.0,12,1
84827,Portugal,39.0,60,1
20682,Austria,39.0,12,2
22916,Netherlands,39.0,60,1
20681,Finland,39.0,12,2
20713,Italy,39.0,20,2
21260,Belgium,39.0,12,1
20681,United Arab Emirates,39.0,12,1
21260,Lebanon,39.0,12,1
85099F,Spain,39.0,20,2
20684,Singapore,39.0,12,1
22436,Channel Islands,39.0,60,3
21890,Unspecified,39.0,12,2
22663,Germany,39.0,20,2
20682,Italy,39.0,12,2
85199L,France,39.0,60,5
20711,Channel Islands,39.0,20,2
22438,Italy,39.0,20,1
21260,Cyprus,39.0,12,2
22989,USA,39.0,12,2
85099C,Austria,39.0,20,1
85099C,Australia,39.0,20,2
20711,Belgium,39.0,20,2
40018E,France,39.0,20,2
23493,Belgium,39.0,20,2
23175,Singapore,39.0,12,1
22920,Netherlands,39.0,60,1
22099,Switzerland,38.94,38,2
21136,Switzerland,38.87,23,3
82545A,United Kingdom,38.75,31,11
21220,Germany,38.75,31,4
21154,Portugal,38.75,31,4
47567b,United Kingdom,38.72,3,3
22403,France,38.72,64,8
21758,EIRE,38.7,6,2
20783,EIRE,38.43,7,2
22835,Germany,38.4,8,2
35957,EIRE,38.4,144,2
22835,Channel Islands,38.4,8,2
21250,Netherlands,38.35,13,2
21038,EIRE,38.35,13,2
85006,Germany,38.35,13,3
21188,Cyprus,38.35,13,2
84469,Germany,38.35,13,1
22666,Cyprus,38.35,13,3
21041,Netherlands,38.35,13,2
22117,France,38.35,13,3
90130D,United Kingdom,38.31,13,8
90027B,United Kingdom,38.28,13,10
20703,Sweden,38.25,9,2
21577,USA,38.25,17,3
21340,RSA,38.25,3,1
85066,France,38.25,3,2
20703,France,38.25,9,3
22485,Singapore,38.25,3,1
20702,Cyprus,38.25,9,2
21410,Greece,38.25,9,3
84837,Channel Islands,38.25,3,2
22376,France,38.25,9,3
22323,Belgium,38.25,15,2
21633,Portugal,38.25,3,1
21841,Switzerland,38.25,9,1
85065,Greece,38.25,3,1
21002,EIRE,38.25,9,1
22503,Poland,38.25,3,1
21411,Greece,38.25,9,3
84968F,EIRE,38.25,3,2
22503,Australia,38.25,3,1
84617,Norway,38.25,3,1
22218,Singapore,38.25,9,1
21411,Italy,38.25,9,2
21578,Finland,38.25,17,2
85071C,EIRE,38.25,15,3
85019C,Spain,38.25,9,2
22236,USA,38.25,3,1
21410,EIRE,38.25,9,3
23506,Germany,38.22,91,5
22093,United Arab Emirates,38.16,36,1
22719,Switzerland,38.16,36,1
21068,Australia,38.16,36,1
22610,Portugal,38.16,72,2
90001B,United Kingdom,38.12,9,8
90183C,United Kingdom,38.12,13,13
84625A,EIRE,38.1,30,2
21185,EIRE,38.1,6,2
20910,Bahrain,38.1,6,2
22845,Austria,38.1,6,3
85047,Switzerland,38.1,6,1
20901,EIRE,38.1,6,3
84625A,Switzerland,38.1,30,2
22845,France,38.1,6,3
84625C,Iceland,38.1,30,2
90182C,United Kingdom,38.04,13,12
22230,EIRE,38.04,108,3
20657,Netherlands,38.0,100,1
90177A,United Kingdom,37.99,13,13
22082,Spain,37.95,23,3
22163,Spain,37.92,48,2
37342,Finland,37.92,48,1
85067,Channel Islands,37.9,2,1
22519,France,37.8,18,3
22190,Italy,37.8,18,2
85113,EIRE,37.8,18,2
22516,France,37.8,18,3
21051,EIRE,37.8,18,2
21896,Poland,37.8,18,3
22449,Australia,37.8,12,2
85053,Norway,37.8,18,2
22747,Italy,37.8,18,3
16235,EIRE,37.8,180,3
84970L,Poland,37.8,36,3
79190B,Belgium,37.8,90,5
22746,Switzerland,37.8,18,3
84937,France,37.8,18,1
22899,Finland,37.8,18,3
22143,Singapore,37.8,18,1
21398,France,37.8,18,3
47599B,EIRE,37.8,18,3
21157,Switzerland,37.8,18,1
22965,Belgium,37.8,18,3
22515,France,37.8,18,3
21181,United Arab Emirates,37.8,18,2
22342,Poland,37.8,36,2
21426,Belgium,37.8,18,3
84801B,France,37.8,18,2
22964,Switzerland,37.8,18,2
22745,Switzerland,37.8,18,3
20754,Switzerland,37.8,18,2
22518,Germany,37.8,18,3
22145,Singapore,37.8,18,1
21864,France,37.8,18,2
22141,Portugal,37.8,18,2
20753,EIRE,37.8,18,3
47568,Germany,37.8,18,2
22514,France,37.8,18,3
22517,France,37.8,18,3
22747,Spain,37.8,18,3
72349B,Spain,37.8,18,3
22518,France,37.8,18,3
21908,Cyprus,37.8,18,2
22746,Italy,37.8,18,3
23323,Singapore,37.8,18,1
22144,Italy,37.8,18,2
84927E,EIRE,37.8,18,1
85152,Cyprus,37.8,18,2
22342,Netherlands,37.8,36,2
21391,Greece,37.8,18,3
21426,Finland,37.8,18,2
47518f,United Kingdom,37.75,9,9
37446,Germany,37.7,26,4
85115B,United Kingdom,37.62,6,2
90176B,United Kingdom,37.62,5,4
90039A,United Kingdom,37.61,10,5
84341B,EIRE,37.56,84,3
22577,Germany,37.56,60,4
20984,Germany,37.56,60,3
21114,France,37.5,30,3
23108,Unspecified,37.5,6,3
37112,United Kingdom,37.5,10,6
47559B,Belgium,37.5,30,2
22109,France,37.5,10,3
84279P,Portugal,37.5,10,3
21221,France,37.5,30,3
23071,EIRE,37.5,3,1
23558,Germany,37.5,3,1
20963,Denmark,37.5,30,1
21067,EIRE,37.5,30,3
23094,Germany,37.5,3,1
20961,United Arab Emirates,37.5,30,2
21221,Germany,37.5,30,3
21615,EIRE,37.5,18,2
23555,France,37.5,3,1
23056,Germany,37.5,6,1
20718,Italy,37.5,30,2
20718,Finland,37.5,30,3
21356,Spain,37.5,30,3
16225,France,37.5,30,3
