stock_code,description,revenue,quantity,transactions,countries
85188B,PINK METAL SWINGING BUNNY,661.73,749,77,3
23547,WRAP FLOWER SHOP  ,661.5,1575,62,5
17109C,FLOWER FAIRY INCENSE ROSE,661.23,3124,15,2
23482,PEARLISED IVORY HEART LARGE ,661.02,418,39,3
84993A,75 GREEN PETIT FOUR CASES,660.79,1498,181,5
21764,VINTAGE WOODEN PLATE RACK,659.15,17,11,4
21307,SET/4 BUTTERFLY MIRROR MAGNETS,658.47,753,76,2
22054,MINI CAKE STAND HANGING HEARTS,658.31,363,80,4
85186C,BUNNY EGG GARLAND,658.19,1400,156,5
46776D,WOVEN SUNSET CUSHION COVER ,658.07,153,76,2
85028S,FRENCH CHATEAU SMALL FRUITBOWL,656.82,430,34,4
85215,ASSORTED CHEESE FRIDGE MAGNETS,656.24,850,71,7
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,654.01,271,27,3
21350,GINGHAM HEART WREATH,653.65,227,45,3
20618,QUEEN OF THE SKIES PASSPORT COVER ,652.74,299,139,4
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,651.6,1632,92,2
20714,POSY SHOPPER BAG,649.82,1580,28,2
21134,VICTORIAN METAL POSTCARD CHRISTMAS,649.74,379,49,3
23224,CHERUB HEART DECORATION GOLD,649.02,738,71,4
85185D,FROG SOCK PUPPET,647.91,199,70,4
21003,ROSE DU SUD CUSHION COVER,647.75,109,64,4
17084N,FAIRY DREAMS INCENSE ,647.66,2798,191,1
22391,PAPERWEIGHT HOME SWEET HOME,645.39,327,68,5
17181,CIRCLE OF FRIENDS CANDLE HOLDER,645.21,354,68,3
47597,NEW ENGLAND TEATOWELS,644.88,322,126,2
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8,310,59,3
84766,SILVER ROCOCO CANDLE STICK,643.95,201,28,2
84247G,"DECOUPAGE,GREETING CARD,",643.84,1511,113,8
21816,CHRISTMAS TREE T-LIGHT HOLDER,643.14,426,54,4
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,641.17,701,96,4
16169M,WRAP DAISY CARPET ,640.95,2060,60,4
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,639.74,435,73,2
35004P,SET OF 3 PINK FLYING DUCKS,638.97,120,43,1
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,638.8,879,78,3
84601A,NEW BAROQUE IVORY CUSHION COVER ,638.34,260,15,2
47592A,CAROUSEL DES CHILD'S OVERALL,637.37,331,101,5
84707B,PINK JEWELLED MIRROR TRINKET TRAY,636.94,81,53,3
16169N,WRAP BLUE RUSSIAN FOLKART,636.75,2050,57,8
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,28,2
20819,SILVER TEDDY BEAR,635.24,229,66,9
22043,CHRISTMAS CARD SCREEN PRINT ,634.92,2234,131,7
23456,MEDIUM PARLOUR PICTURE FRAME ,634.1,158,36,2
20696,FLORAL SOFT CAR TOY,633.18,153,62,7
22263,FELT EGG COSY LADYBIRD ,632.48,842,111,5
23453,OVAL  MINI PORTRAIT FRAME,631.58,324,51,5
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,45,2
84964A,PINK PAINTED KASHMIRI TABLE,630.0,11,2,1
90195A,PURPLE GEMSTONE BRACELET,629.95,75,46,1
22092,BLUE PAISLEY TISSUE BOX,629.94,964,148,7
90199C,5 STRAND GLASS NECKLACE CRYSTAL,629.74,106,37,1
90143,SILVER BRACELET W PASTEL FLOWER,629.7,83,45,1
84596J,MIXED NUTS LIGHT GREEN BOWL,629.26,814,142,5
23019,SMALL APOTHECARY MEASURING JAR ,629.05,81,28,5
15056p,EDWARDIAN PARASOL PINK,628.72,50,41,1
85230E,STRAWBRY SCENTED VOTIVE CANDLE,628.41,2445,66,3
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,4
71101E,STANDING FAIRY POLE SUPPORT ,627.83,779,49,4
23471,SIX DRAWER OFFICE TIDY,626.74,66,28,2
20694,FLORAL PINK MONSTER,626.08,167,56,5
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,625.2,1992,2,2
21004,ROSE DU SUD CHILDS APRON,625.07,137,71,4
22346,PARTY PIZZA DISH GREEN+WHITE SPOT ,624.23,1316,107,8
82616A,BUBBLE GUM SCARF KNITTING KIT,624.21,316,52,3
16012,FOOD/DRINK SPUNGE STICKERS,623.13,2973,87,6
85114c,RED ENCHANTED FOREST PLACEMAT,622.72,188,43,1
85092,CANDY SPOT TEA COSY,622.57,391,24,3
23425,STORAGE TIN HOME SWEET HOME,621.44,275,56,5
23180,MUM'S KITCHEN CLOCK,621.09,122,49,5
84051,ASS COLOUR GLOWING TIARAS,620.73,761,64,4
20689,RETRO SISTERS EXPRESSO CUPS,620.05,430,42,7
20655,QUEEN OF SKIES LUGGAGE TAG,619.75,421,198,4
16156N,"WRAP, FRIENDSHIP ON GREEN",619.5,1475,56,1
84876D,BLUE HEART COMPACT MIRROR,619.27,336,37,1
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,617.92,146,86,2
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,616.91,446,100,4
82095,HEART BUTTONS JEWELLERY BOX,616.21,102,49,4
72772,SET/4 SCENTED CANDLES IN RAMEKINS,615.84,457,9,1
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,615.4,282,34,8
84859A,SILVER DISCO HANDBAG,613.53,293,60,3
47583A,SET OF 3 WICKER BASKET ROSE,612.82,71,6,1
22538,MINI JIGSAW GO TO THE FAIR,612.55,1446,88,7
37351,ORANGE FLOWER MUG ,612.51,5404,11,2
23018,LARGE APOTHECARY MEASURING JAR ,612.16,51,21,3
79190B,RETRO PLASTIC POLKA TRAY,611.93,1503,138,4
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,611.51,199,13,1
35972,DAISY FOLKART HEART DECORATION,611.38,440,88,1
20781,GOLD EAR MUFF HEADPHONES,611.28,110,67,4
21173,LOO ROLL  METAL SIGN ,611.26,342,79,3
84858C,PINK RIVIERA HANDBAG,611.07,347,30,1
21416,CLAM SHELL LARGE,610.56,753,25,3
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,610.09,24,24,1
20695,FLORAL BLUE MONSTER,608.83,143,62,4
21440,12 MINI TOADSTOOL PEGS,608.81,481,103,3
84563B,BLUE & WHITE BREAKFAST TRAY,607.79,133,63,6
62096A,PINK/YELLOW FLOWERS HANDBAG,607.79,395,93,3
85169D,PINK LOVE BIRD CANDLE,606.49,522,89,5
20863,BLUE PATCH PENCIL CASE PINK HEART,605.73,295,52,4
23520,EMBROIDERED RIBBON REEL RUBY ,604.3,168,33,5
17109D,FLOWER FAIRY INCENSE BOUQUET,603.38,1260,41,4
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,602.68,133,73,2
84932A,SMALL GREEN PEONY FOLDING STOOL,602.6,262,24,7
84846A,SCENTED CANDLE IN DIGITALIS TIN,601.17,265,59,1
85117,NIGHTINGALE COATHOOK WHITE,600.92,351,62,2
21167,WHITE SAGE INCENSE,600.17,2495,118,1
85146,JARDIN ETCHED GLASS SMALL BELL JAR,599.38,118,31,1
16236,KITTY PENCIL ERASERS,599.31,2666,271,7
82605,OLD DOC.RUSSEL METAL SIGN,599.27,270,128,2
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,597.53,1225,40,2
84682,CLASSICAL ROSE DISH,596.94,295,51,1
90010B,BLACK/WHITE GLASS/SILVER BRACELET,596.74,65,36,1
20794,BLUE  TILE HOOK,596.08,213,50,3
72122,COFFEE SCENT PILLAR CANDLE,595.23,588,126,2
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,594.68,463,84,7
23377,PACK OF 12 DOLLY GIRL TISSUES,593.62,1354,137,6
84924A,WAKE UP COCKEREL CALENDAR SIGN ,593.5,139,65,3
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,593.17,92,41,2
20849,ZINC HEART LATTICE DOUBLE PLANTER,593.03,674,24,2
20804,GLASS CHICKEN BUTTER DISH,592.51,333,63,1
21223,SET/4 BADGES WOODLAND ANIMAL,592.08,496,47,5
85113,POLKA DOT PISTACHIO PAIL,591.66,285,49,4
21304,ARCHED GREY MIRROR,591.58,86,18,2
84963B,BLUE PAINTED KASHMIRI CHAIR,591.5,18,6,1
21322,GLASS SPHERE CANDLE STAND LARGE ,590.45,301,14,2
85230B,CINNAMON SCENTED VOTIVE CANDLE,588.88,2216,72,6
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",588.64,326,65,1
37444A,YELLOW BREAKFAST CUP AND SAUCER,587.84,2716,49,3
21893,POTTING SHED SEED TIN,587.8,172,20,2
23499,SET 12 VINTAGE DOILY CHALK ,587.49,1315,115,5
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,586.98,1497,88,5
84934,ASSTD DESIGN POP ART SLIM PEN,586.5,687,13,4
23565,EGG CUP MILKMAID HELGA ,586.31,410,63,5
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,584.93,415,89,6
21016,LIGHT BIRD HOUSE TREE DECORATION,584.55,836,89,4
23537,WALL ART I LOVE LONDON ,581.13,111,34,2
85202,HANGING WOOD AND FELT HEART,581.01,1225,228,3
20935,ROUND CACTUS CANDLE,580.38,302,49,1
16238,PARTY TIME PENCIL ERASERS,580.1,2525,248,7
21419,CONCH SHELL,577.69,1259,19,2
35922,EASTER BUNNY WREATH,575.99,97,36,6
17013D,ORIGAMI ROSE INCENSE IN TUBE,575.76,1069,32,3
22044,CHRISTMAS CARD STACK OF PRESENTS,575.48,2000,93,5
23016,GLASS TWIST BON BON JAR,575.25,74,24,1
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,3
84932D,SMALL ORIENTAL RED FOLDING STOOL,574.71,239,21,5
85169B,BLACK LOVE BIRD CANDLE,574.18,483,102,3
84675,FROG KING WATERING CAN,571.71,206,62,4
85119,WATERING CAN SINGLE HOOK PISTACHIO,570.84,414,41,4
16162L,THE KING GIFT BAG,570.43,8101,30,2
85129A,"WHITE PEARL BEADED HEART, SMALL",570.41,445,81,3
23455,SMALL PARLOUR PICTURE FRAME,569.43,207,36,4
84773,RED ROSE AND LACE C/COVER,569.35,193,50,3
85169C,EAU DE NIL LOVE BIRD CANDLE,569.33,506,72,4
85086A,CANDY SPOT HEART DECORATION,568.73,587,153,4
23069,EDWARDIAN PHOTO FRAME,568.71,90,33,3
23219,LAUREL STAR ANTIQUE SILVER ,568.6,430,64,3
47559b,TEA TIME OVEN GLOVE,568.58,171,46,1
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,568.02,450,32,3
23381,PACK OF 12 VINTAGE LEAF TISSUES ,567.95,1509,83,4
85014b,RED/WHITE DOTS RUFFLED UMBRELLA,567.74,45,39,1
16169C,WRAP BLUE REINDEER,567.0,1350,43,4
20838,FRENCH LATTICE CUSHION COVER ,565.8,446,63,4
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,564.16,890,115,2
21881,CUTE CATS TAPE,563.4,1345,120,7
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.22,364,44,4
37345,ASSTD HEARTS DESIGN MUGS,561.05,321,9,2
16049,TEATIME GEL PENS ASST,560.48,3169,32,1
21311,SET/4 BIRD MIRROR MAGNETS ,559.81,733,101,2
85090,CANDY SPOT APRON,559.28,106,54,4
21160,KEEP OUT GIRLS DOOR HANGER ,558.94,795,59,2
85020,ROUND PINK HEART MIRROR,558.69,251,61,3
23451,SQUARE MINI PORTRAIT FRAME,558.12,278,54,3
84306,S/3 PINK SQUARE PLANTERS ROSES,557.48,48,31,2
21371,MIRRORED WALL ART POPPIES,556.01,404,64,7
23074,EMBOSSED HEART TRINKET BOX,555.59,250,49,3
20823,GOLD WINE GOBLET,555.47,261,21,1
23457,LARGE PARLOUR PICTURE FRAME,554.83,113,32,2
22394,PAPERWEIGHT KINGS CHOICE ,554.45,349,57,3
90120D,WHITE MURANO TWIST BRACELET,554.13,134,40,1
23473,WOODLAND SMALL RED FELT HEART,552.85,679,52,8
84859C,PINK DISCO HANDBAG,552.72,304,40,3
84683,CLASSICAL ROSE CANDLESTAND,551.86,564,52,3
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,551.4,340,9,3
84509c,DOTTY PLACEMATS ,550.98,73,48,1
90195B,BLACK GEMSTONE BRACELET,550.19,62,29,1
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,549.52,716,73,3
90203,SILVER CHARM NECKLACE 70CM,549.27,73,35,1
85129C,BEADED CRYSTAL HEART BLUE SMALL,548.99,420,70,2
21373,MIRRORED WALL ART SNOWFLAKES,548.89,636,61,4
85091,CANDY SPOT BREAD BASKETS,548.81,343,20,2
23549,WRAP BIRD GARDEN ,548.1,1305,52,6
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,547.74,367,19,2
85030,FRENCH CHATEAU OVAL PLATTER,547.35,213,31,4
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,547.35,185,36,1
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,547.24,1118,30,1
72267,PREMIUM CHURCH CANDLE,546.96,273,48,1
85027L,FRENCH CHATEAU LARGE PLATTER ,546.45,191,41,7
72801C,S/4 ROSE PINK DINNER CANDLES,546.36,720,57,3
35969,FOLKART CROWN TABLE DECORATIONS,545.77,525,78,6
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,545.72,60,42,1
21339,MARAKESH LANTERN LARGE,544.5,30,13,2
20943,SET/6 GINGERBREAD STAR T-LIGHTS,543.96,384,73,5
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,543.51,81,23,1
84596K,JELLY BABIES YELLOW SMALL BOWL,543.41,428,93,3
84592,CROCHET ROSE PURSE WITH SUEDE BACK,542.3,175,48,4
84984B,RED PEONY DES C/COVER ,541.3,322,16,2
20659,ECONOMY LUGGAGE TAG,539.76,374,145,4
90010E,AMBER GLASS/SILVER BRACELET,539.01,60,36,1
85179A,GREEN BITTY LIGHT CHAIN,538.99,222,74,4
23398,HANGING HEART BONHEUR,538.75,610,78,6
21017,RED BIRD HOUSE TREE DECORATION,538.44,662,90,3
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,537.37,367,21,2
16048,TEATIME ROUND PENCIL SHARPENER ,537.18,3462,107,7
21418,STARFISH SOAP DISH,536.39,195,68,2
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,536.24,78,9,2
71270,PHOTO CLIP LINE,535.4,378,88,5
84661B,BLACK SQUARE TABLE CLOCK,535.28,244,52,4
23660,HENRIETTA HEN MUG ,534.66,306,42,4
85142,JARDIN ETCHED GLASS GINGER JAR,534.38,61,38,2
20653,CHERRY BLOSSOM LUGGAGE TAG,533.79,2006,83,5
16169P,WRAP GREEN RUSSIAN FOLKART ,533.75,1750,48,5
21734,SMALL MARAKESH LANTERN ON STICK,533.24,98,31,2
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,532.86,546,121,1
84827,ASS DES PHONE SPONGE CRAFT STICKER,532.69,1093,38,4
21943,CAKES AND RABBITS DESIGN FLANNEL ,532.48,593,151,7
71143,SILVER BOOK MARK WITH BEADS,532.02,356,103,1
21336,GOLD WASHBAG,530.51,1824,44,3
23139,SINGLE WIRE HOOK PINK HEART,530.15,415,29,2
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,530.03,679,32,3
90160D,PINK BOUDICCA LARGE BRACELET,529.22,76,25,2
21403,BLUE EGG  SPOON,529.02,2326,159,9
16202B,PASTEL BLUE PHOTO ALBUM ,528.56,1039,22,4
23060,HEART BEADED TRELLIS DECORATION,528.17,249,44,2
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,526.44,209,86,4
84875B,GREEN SQUARE COMPACT MIRROR,526.01,377,41,2
16168M,FUNKY MONKEY GIFT BAG MEDIUM,525.01,1713,104,2
84657,GREEN ROSE CUSHION COVER,523.43,247,21,3
85226C,BLUE PULL BACK RACING CAR,523.41,991,85,3
72728,ROSE SCENT CANDLES IN GLASS,523.15,643,55,3
22861,EASTER TIN CHICKS IN GARDEN,522.93,305,50,7
22407,MONEY BOX FIRST ADE DESIGN,522.37,439,76,6
46118,FUNKY MONKEY CUSHION COVER,522.05,374,74,2
23336,EGG FRYING PAN PINK ,521.33,226,87,4
21459,YELLOW EASTER EGG HUNT START POST,520.55,263,44,2
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,519.81,326,69,9
90114,SUMMER DAISIES BAG CHARM,519.2,207,113,3
20793,BLUE TILED TRAY,518.5,281,22,2
84706D,CHERRY BLOSSOM TABLE CLOCK ,518.09,221,17,4
20868,SILVER FABRIC MIRROR,518.07,882,71,4
84762A,WHITE PICNIC BARBECUE BUCKET,517.43,59,29,3
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,516.96,247,71,1
84247L,FAWN AND MUSHROOM GREETING CARD,513.33,1173,113,7
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,511.98,60,44,1
79337,BLUE FLOCK GLASS CANDLEHOLDER,511.93,1200,22,3
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,3
84989B,75 BLACK FAIRY CAKE CASES,510.7,1010,58,3
84782C,GREEN 3 TIER GLASS PLATE STAND,509.9,74,18,3
21117,BLOND DOLL DOORSTOP,509.58,334,29,4
20753,RETRO PINK SPOT WASHING UP GLOVES,509.0,218,56,3
21882,SKULLS TAPE,508.25,1064,129,7
20654,FIRST CLASS LUGGAGE TAG ,507.91,400,122,8
84915,HAND TOWEL PINK FLOWER AND DAISY,507.83,241,41,4
35967,FOLK ART METAL STAR T-LIGHT HOLDER,507.59,966,117,2
84218,BOX/12 CHICK & EGG IN BASKET,507.41,263,99,5
35004S,SET OF 3 SILVER FLYING DUCKS,505.4,145,24,1
22541,MINI JIGSAW LEAP FROG,505.19,1247,69,8
23021,GLASS BONNE JAM JAR,504.97,121,28,6
37352,BIRD IN TREE MUG ,504.55,4643,8,2
84877B,GREEN ROUND COMPACT MIRROR,504.43,291,43,3
20845,ZINC HEART LATTICE 2 WALL PLANTER,502.27,76,24,2
23560,SET OF 6 RIBBONS COUNTRY STYLE,502.07,173,27,4
90014A,SILVER/MOP ORBIT NECKLACE,502.01,55,40,1
16219,HOUSE SHAPE PENCIL SHARPENER,501.25,3358,129,6
23117,POPPY FIELDS CHOPPING BOARD,501.23,93,45,5
20865,PATCHWORK PENCIL CASE BUTTERFLY ,500.49,251,33,4
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,500.04,288,23,3
35471A,SET OF 3 BIRD L.BLUE FEATHER,499.31,421,85,4
22031,BOTANICAL LAVENDER BIRTHDAY CARD,499.03,1137,143,3
20864,DENIM PATCH PENCIL CASE BUTTERFLY,498.14,252,30,4
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,498.03,55,27,2
23045,PAPER LANTERN 5 POINT STAR MOON 30,497.98,118,25,3
21132,SILVER STANDING GNOME   ,497.86,98,49,6
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,497.7,141,13,2
85230A,OPIUM SCENTED VOTIVE CANDLE,497.04,1992,48,3
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,496.91,293,62,1
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,492.9,326,10,2
16239,BALLERINA HEART DECORATION.,492.17,347,21,2
51020B,STRIPY DESIGN SHOWER CAP,491.87,1087,62,1
90160B,RED BOUDICCA LARGE BRACELET,490.92,71,29,2
84876B,GREEN HEART COMPACT MIRROR,490.81,346,43,2
21663,VINTAGE GLASS SUGAR CADDY,488.16,76,32,1
72132,COLUMBIAN CUBE CANDLE,487.5,562,31,2
22259,FELT FARM ANIMAL HEN,485.45,592,76,2
90192,JADE DROP EARRINGS W FILIGREE,484.31,97,56,3
84875D,BLUE SQUARE COMPACT MIRROR,483.75,371,37,1
72127,COLUMBIAN CANDLE ROUND ,483.44,396,73,1
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,40,3
84901,BLACK FACE LAMB WITH PANTS,482.38,126,77,1
84926E,FLOWERS TILE COASTER,482.28,1108,54,2
23691,WRAP KEEP CALM BIRTHDAY,481.5,1175,38,2
22038,BOTANICAL LAVENDER GIFT WRAP ,481.0,1150,45,5
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,479.41,186,28,1
21518,BANK ACCOUNT  GREETING  CARD ,479.36,1131,111,5
21536,DAIRY MAID  SMALL  MILK JUG,478.94,223,64,3
23422,PANTRY HOOK BALLOON WHISK ,477.89,213,47,5
37492C,GREEN BLUE FLOWER PIGGY BANK,477.3,242,25,1
84508B,STRIPES DESIGN TEDDY,476.71,178,80,3
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",476.4,232,15,3
20662,FIRST CLASS HOLIDAY PURSE ,476.35,730,51,6
23561,SET OF 6 RIBBONS PARTY,476.0,170,16,3
47422,ASSORTED MONKEY SUCTION CUP HOOK,475.56,1218,85,4
85109,PINK BOUDOIR T-LIGHT HOLDER,475.43,4211,20,3
85136B,BLUE SHARK HELICOPTER,473.77,59,47,1
40046A,RED DAISY PAPER LAMPSHADE,472.07,355,62,4
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,471.06,28,26,1
90120C,GREEN MURANO TWIST BRACELET,470.8,111,60,1
84884a,ANT WHITE WIRE HEART SPIRAL,470.18,56,39,1
84948,SILVER HANGING T-LIGHT HOLDER DOME,469.11,279,38,3
79071B,ENGLISH ROSE METAL WASTE BIN,469.1,154,67,2
85211,S/4 GROOVY CAT MAGNETS,469.05,307,79,2
35911A,MULTICOLOUR RABBIT EGG WARMER,468.79,389,98,5
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,467.71,322,16,2
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,467.65,167,41,2
85014a,BLACK/BLUE POLKADOT UMBRELLA,467.0,37,31,1
72225C,LAVENDER SCENT CAKE CANDLE,466.38,1926,38,4
51020A,SUMMER FUN DESIGN SHOWER CAP,465.81,1305,52,2
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220,77,5
85204,HANGING WOOD AND FELT FLOWER,462.76,2360,160,5
72801D,S/4 SKY BLUE DINNER CANDLES,462.42,566,63,2
84972L,GIANT PINK HEART MEMO HOLDER,462.15,117,46,1
84984A,GREEN PEONY DES C/COVER,462.12,266,17,3
20616,CHERRY BLOSSOM PASSPORT COVER,461.88,287,124,2
90145,SILVER HOOP EARRINGS WITH FLOWER,461.81,76,46,4
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,461.53,122,46,2
90201B,BLACK ENAMEL FLOWER RING,460.23,156,56,4
16207B,PINK HEART RED HANDBAG,457.65,265,46,2
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,457.62,286,27,2
72128,COLUMBIAN CANDLE ROUND,455.84,730,98,2
90120B,BLUE MURANO TWIST BRACELET,455.68,108,43,2
16218,CARTOON  PENCIL SHARPENERS,454.52,4632,101,4
21757,LIGHTHOUSE PRINTED METAL SIGN,454.3,80,43,1
20621,ECONOMY PASSPORT COVER ,453.77,208,34,2
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,452.8,50,31,1
23509,MINI PLAYING CARDS FUN FAIR ,452.72,1065,68,5
84597C,RETRO PINK BALL ASHTRAY ,452.23,365,45,5
23548,WRAP MAGIC FOREST ,451.5,1075,43,5
82081,PINK HEARTS PHOTO ALBUM,451.35,174,23,2
17164D,ASS COL SMALL SAND FROG P'WEIGHT,450.78,1159,34,1
90198B,VINTAGE ROSE BEAD BRACELET BLACK,450.4,106,51,2
16161M,WRAP  PINK FLOCK,449.5,1075,40,2
90013B,BLACK VINTAGE EARRINGS,445.88,108,82,1
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,445.7,118,79,3
84857C,PINK MONTE CARLO HANDBAG,445.03,197,17,2
21027,NINJA RABBIT PINK,444.87,363,86,5
62096B,PURPLE/TURQ FLOWERS HANDBAG,441.99,257,83,2
16243B,BROWN COZY SQUARE PHOTO ALBUM,441.77,212,8,1
85230G,ORANGE VOTIVE CANDLE,439.68,1728,48,4
90154,LAZER CUT NECKLACE W PASTEL BEADS,439.65,59,7,1
79030A,"TUMBLER, ENGLISH ROSE",438.25,171,33,6
23044,PAPER LANTERN 9 POINT HOLLY STAR S,435.74,104,28,2
84859B,BLUE DISCO HANDBAG,435.41,283,19,1
84510F,SET OF 4 NEW ENGLAND COASTERS ,435.25,1101,40,1
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,432.45,195,10,2
37464,ROBOT MUG IN DISPLAY BOX,432.43,317,84,3
21678,PAISLEY PATTERN  STICKERS,432.31,582,84,6
90082B,DIAMANTE BOW BROOCH RED COLOUR,431.8,68,31,1
84858B,BLUE RIVIERA HANDBAG,431.0,326,9,1
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490,48,4
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,430.35,435,18,2
84968e,SET OF 16 VINTAGE BLACK CUTLERY,429.62,17,14,1
84422,PINK/BLUE DISC/MIRROR STRING,429.61,783,39,1
20851,ZINC HEART LATTICE TRAY OVAL ,429.57,335,29,2
16045,POPART WOODEN PENCILS ASST,429.44,9312,75,4
22395,PAPERWEIGHT VINTAGE PAISLEY,428.94,237,56,5
21520,BOOZE & WOMEN GREETING CARD ,428.45,995,113,5
84966B,BLUE KASHMIRI BOXED MIRROR,428.0,33,4,1
84801A,PINK HYDRANGEA ART FLOWER,427.44,272,15,1
21028,NINJA RABBIT BLACK,426.41,324,93,2
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,425.7,258,81,5
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,425.57,47,26,2
20715,LITTLE FLOWER SHOPPER BAG,424.0,400,1,1
45016,DECORATIVE NET CANOPY LEOPARD,423.73,101,26,1
16207A,PINK STRAWBERRY HANDBAG ,423.53,143,76,2
16008,SMALL FOLDING SCISSOR(POINTED EDGE),423.46,3143,86,8
47579,TEA TIME BREAKFAST BASKET,422.97,186,57,2
21729,SMALL MARAKESH METAL  LANTERN ,422.9,124,31,1
85097B,BLUE ROCKING SINGING CANARY,420.92,107,42,4
46126A,ELVIS WALLHANGING / CURTAIN,419.99,317,48,2
84967C,GREEN KASHMIRI OCCASIONAL TABLE,419.85,9,4,1
84770,ROUND GEORGIAN SILVER MIRROR,419.25,135,16,1
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,418.89,205,30,2
84007,MAGIC GARDEN MOUNT FUJI,418.22,159,41,1
72780,BLACK SILOUETTE CANDLE PLATE,418.18,514,44,3
22032,BOTANICAL LILY GREETING CARD,418.12,980,111,7
84532B,FAIRY CAKES RECTANGLUAR BOXES,417.58,54,31,3
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,416.38,94,40,1
21025,SPACE FROG,416.14,314,85,4
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,416.01,49,39,1
37444B,BLUE BREAKFAST CUP AND SAUCER ,415.5,2012,29,3
84529C,YELLOW KNITTED KIDS RUCKSACK,414.74,78,37,3
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,414.08,224,19,1
85112,S/3 TEAR DROP CUT GLASS DECORATION,414.02,466,35,1
90206C,CRYSTAL DIAMANTE STAR BROOCH,412.65,82,59,1
23459,DOLLY CABINET 2 DRAWERS ,412.5,33,19,2
20666,ECONOMY HOLIDAY PURSE,412.45,911,46,4
23415,HOME SWEET HOME HOOK,412.18,328,47,5
21698,MOCK LOBSTER FRIDGE MAGNET,411.52,539,119,4
84873A,FUNKY FLOWER PICNIC BAG FOR 4,411.1,33,17,1
84711A,SILVER OVAL SHAPE TRINKET BOX,410.85,44,25,4
21341,KASBAH LANTERN WITH GLASS ,410.64,72,29,3
